BEYOND,#genre#
叶倩文-伤逝,http://vodcdn.video.taobao.com/oss/ali-video/9f6ad7cd057bc2cf21d1c5a6cc57eed7/video.m3u8
叶倩文-曾经心痛,http://vodcdn.video.taobao.com/oss/ali-video/0ea34400f2502a94ee14aea506e0042b/video.m3u8
许茹芸,#genre#
许茹芸-我依然爱你,http://vodcdn.video.taobao.com/oss/ali-video/4c4ec12e6efa0d76e5a269ac05ea394e/video.m3u8
许茹芸-如果云知道,http://vodcdn.video.taobao.com/oss/ali-video/fd87aea7bc293a5930b8a64c752df476/video.m3u8
许茹芸-泪海,http://vodcdn.video.taobao.com/oss/ali-video/76fe6eb28aee716783f2a47ba8a15e5a/video.m3u8
许茹芸-独角戏,http://vodcdn.video.taobao.com/oss/ali-video/5333f389ce940d0a2c1dd6090927746c/video.m3u8
许茹芸-不爱我放了我,http://vodcdn.video.taobao.com/oss/ali-video/b0f458650135c68f1b88ea7667eec629/video.m3u8
巫启贤,#genre#
巫启贤-只因你伤心,http://vodcdn.video.taobao.com/oss/ali-video/c28acbe36530da595b04161855bba004/video.m3u8
巫启贤-太傻,http://vodcdn.video.taobao.com/oss/ali-video/e6f2953419f904065dc2ce38efc85515/video.m3u8
王心凌,#genre#
王心凌-我会好好的,http://vodcdn.video.taobao.com/oss/ali-video/8f327fd6bce61d0cf4159601a64b395b/video.m3u8
王心凌-第一次爱的人,http://vodcdn.video.taobao.com/oss/ali-video/ca36ac1783434eb19f59aadd056b05e1/1457686780/video.m3u8.m3u8
王杰-说谎的爱人,http://vodcdn.video.taobao.com/oss/ali-video/c018ec304eb6566b56d7f0b85c77b473/video.m3u8
王菲,#genre#
王菲-执迷不悔,http://vodcdn.video.taobao.com/oss/ali-video/15bf7da88b44048edaabe73d6b17c00b/video.m3u8
王菲-如风,http://vodcdn.video.taobao.com/oss/ali-video/f176658a3f974aecd5ce3df456092835/video.m3u8
王菲-容易受伤的女人(国语),http://vodcdn.video.taobao.com/oss/ali-video/84722d96b62883dafdcc154afbf0bb03/video.m3u8
王菲-爱与痛的边缘,http://vodcdn.video.taobao.com/oss/ali-video/f5e79c70df75bdccf2714ed788764f58/video.m3u8
光良,#genre#
光良-童话,http://vodcdn.video.taobao.com/oss/ali-video/e2c54a5b89aaa794cfc186c41d2ef348/video.m3u8
光良-第一次,http://vodcdn.video.taobao.com/oss/ali-video/fe68ff471420aaefcb3a7f4f413ad3f4/video.m3u8

动力火车,#genre#
热情的沙漠,http://em.21dtv.com/songs/60036260.mkv

一样的月光,http://em.21dtv.com/songs/60053816.mkv
忠孝东路走九遍,https://vd2.bdstatic.com/mda-nhun2zwz1kxeejpb/hd/cae_h264/1661923732813310558/mda-nhun2zwz1kxeejpb.mp4?auth_key=1664421657-0-0-

李克勤,#genre#
三千零一夜,http://em.21dtv.com/songs/60037285.mkv
球迷奇遇记,http://em.21dtv.com/songs/60035810.mkv
缱绻星光下,http://em.21dtv.com/songs/60034340.mkv
谭咏麟+李克勤-球迷奇遇记,http://em.21dtv.com/songs/60035811.mkv
谭咏麟+李克勤-理想与和平,http://em.21dtv.com/songs/60026892.mkv
李克勤+梁荣忠-恋爱大过天,http://em.21dtv.com/songs/60026999.mkv

梅艳芳,#genre#
今宵多珍重,http://em.21dtv.com/songs/60023925.mkv
你留我在此,http://em.21dtv.com/songs/60031903.mkv
梦伴,http://em.21dtv.com/songs/60029478.mkv
朦胧夜雨里,http://em.21dtv.com/songs/60029445.mkv
留住你今晚,http://em.21dtv.com/songs/60027592.mkv

任贤齐,#genre#
心太软,http://vodcdn.video.taobao.com/oss/ali-video/1675208d8b5f0f0d8ce09236f4068dfe/video.m3u8
如果没有你,http://em.21dtv.com/songs/60036824.mkv
任贤齐+周华健-天才白痴梦,http://em.21dtv.com/songs/60041753.mkv
任贤齐+李宗盛-鬼迷心窍,http://em.21dtv.com/songs/60019402.mkv

陈慧娴,#genre#
孤单背影,http://vodcdn.video.taobao.com/oss/ali-video/092bc3fac8ea013544a1dda61de41e58/video.m3u8
归来吧,http://vodcdn.video.taobao.com/oss/ali-video/c89589fd5809cf6e2f1a4d7a52023733/video.m3u8
红茶馆,http://vodcdn.video.taobao.com/oss/ali-video/22ecb463b2e44875b1fa78090d0ffd4e/1460015776/video.m3u8.m3u8
黎明不要来,http://em.21dtv.com/songs/60026831.mkv
让一切随风,http://em.21dtv.com/songs/60100587.mkv

明日有明天,http://em.21dtv.com/songs/60030151.mkv
千千阙歌,http://vodcdn.video.taobao.com/oss/ali-video/8f45a35108ebe1b1951d2936007e3cd0/video.m3u8
让一切随风,http://em.21dtv.com/songs/60100587.mkv
人生何处不相逢,http://vodcdn.video.taobao.com/oss/ali-video/e45ed62546d055938577994f0c16d2e0/video.m3u8
逝去的诺言,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/i78cWdjCSglPJHDaedL%40%40ld.m3u8
逝去的诺言-,http://em.21dtv.com/songs/60039551.mkv
跳舞街,http://vodcdn.video.taobao.com/oss/ali-video/5e463c16339f3dd6839e6a7d2074915c/video.m3u8

陈百强,#genre#
今宵多珍重,http://em.21dtv.com/songs/60023922.mkv
南北一家亲,http://em.21dtv.com/songs/60031082.mkv
念亲恩,http://em.21dtv.com/songs/60032661.mkv
偏偏喜欢你,http://em.21dtv.com/songs/60033420.mkv
天才白痴梦,http://em.21dtv.com/songs/60041756.mkv
南北一家亲,http://em.21dtv.com/songs/60031082.mkv

凤凰传奇,#genre#
御龙归字谣,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1164118&response=res&format=mp4&type=convert_url
华夏传说,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_40828850&response=res&format=mp4&type=convert_url
策马奔腾,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042013&response=res&format=mp4&type=convert_url
自由自在,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_24042025&response=res&format=mp4&type=convert_url
歌唱二小放牛郎,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_8120530&response=res&format=mp4&type=convert_url
月亮之上,http://antiserver.kuwo.cn/anti.s?rid=MUSIC_7084968&response=res&format=mp4&type=convert_url

蔡琴,#genre#
今宵多珍重,http://em.21dtv.com/songs/60023921.mkv
绿岛小夜曲,http://em.21dtv.com/songs/60028153.mkv


Mix,#genre#
许巍-蓝莲花,http://em.21dtv.com/songs/60026063.mkv
孙楠+韩红-美丽的神话,http://em.21dtv.com/songs/60029223.mkv
张国荣-热情的沙漠),http://em.21dtv.com/songs/60036263.mkv
张国荣-侧面,http://em.21dtv.com/songs/60012140.mkv
张惠妹-冲动,http://em.21dtv.com/songs/60012845.mkv
谢雷-热情的沙漠,http://em.21dtv.com/songs/60036261.mkv
因果兄弟-我爱你中国,http://em.21dtv.com/songs/60044656.mkv
孙维良+宁可-康定情歌,http://em.21dtv.com/songs/60067159.mkv
孙彭飞-温柔的伤害,http://em.21dtv.com/songs/60062958.mkv
樊奕敏-热情的沙漠(演唱会),http://em.21dtv.com/songs/60064791.mkv
赵传-快乐似神仙,http://em.21dtv.com/songs/60025784.mkv
郑璐-让青春激扬,http://em.21dtv.com/songs/60099540.mkv
孙淑媚-没伴,http://em.21dtv.com/songs/60028706.mkv
叶倩文-冲动,http://em.21dtv.com/songs/60012844.mkv
梁静茹-如果有一天,http://em.21dtv.com/songs/60036968.mkv
梁静茹-纯真,http://em.21dtv.com/songs/60013402.mkv
白冰+胡歌-美丽的神话,http://em.21dtv.com/songs/60113900.mkv

成龙+金喜善-美丽的神话(hd剧情),http://em.21dtv.com/songs/60029219.mkv
成龙+金喜善-美丽的神话,http://em.21dtv.com/songs/60029222.mkv
汪明荃-万水千山总是情,http://em.21dtv.com/songs/60043309.mkv
麦德罗-热情的沙漠,http://em.21dtv.com/songs/60077340.mkv
汪峰-你走你的路,http://em.21dtv.com/songs/60128161.mkv
汪峰-怒放的生命,http://em.21dtv.com/songs/60032787.mkv
孙露-鬼迷心窍,http://em.21dtv.com/songs/60115857.mkv
姜育恒-梅兰梅兰我爱你,http://em.21dtv.com/songs/60028995.mkv
佚名-雨中即景,http://em.21dtv.com/songs/60055754.mkv
许巍-少年,http://em.21dtv.com/songs/60038121.mkv
张行-一条路,http://em.21dtv.com/songs/60053735.mkv
郑融-受够,http://em.21dtv.com/songs/60039715.mkv

侧田-迟钝,http://em.21dtv.com/songs/60012780.mkv
侧田-千亿个夜晚,http://em.21dtv.com/songs/60034179.mkv

谭咏麟+杜丽莎-今宵多珍重,http://em.21dtv.com/songs/60070818.mkv
徐佳莹-旅行的意义,http://em.21dtv.com/songs/60076514.mkv
周蕙-如果没有你,http://em.21dtv.com/songs/60036826.mkv

战斧乐队-美丽的世界,http://em.21dtv.com/songs/60130358.mkv
罗时丰-故乡的月,http://em.21dtv.com/songs/60019100.mkv
梦之旅-故乡的云,http://em.21dtv.com/songs/60075575.mkv
李宇春-零点五英里,http://em.21dtv.com/songs/60027451.mkv
李丽蕊-念亲恩,http://em.21dtv.com/songs/60083552.mkv
张行-再说一句多余的话,http://em.21dtv.com/songs/60056983.mkv
庾澄庆+吴莫愁+金池+王韵壹-热情的沙漠,http://em.21dtv.com/songs/60071078.mkv
石修-今宵多珍重,http://em.21dtv.com/songs/60076129.mkv

古巨基+李泉-热情的沙漠,http://em.21dtv.com/songs/60098177.mkv
龚月-念亲恩,http://em.21dtv.com/songs/60032662.mkv
邰正宵-亲爱的小孩,http://em.21dtv.com/songs/60097616.mkv
甄妮+MELODY-梦中的妈妈,http://em.21dtv.com/songs/60029774.mkv
陈奕迅-马利奥派对,http://em.21dtv.com/songs/60028368.mkv
潘秀琼-如果没有你),http://em.21dtv.com/songs/60036823.mkv
宁可+孙维良-康定情歌,http://em.21dtv.com/songs/60083216.mkv
张伟文-逝去的诺言,http://em.21dtv.com/songs/60039552.mkv
SOLER-天才白痴梦,http://em.21dtv.com/songs/60041752.mkv
许巍-漫步,http://em.21dtv.com/songs/60028562.mkv
陈淑桦+李宗盛-你走你的路,http://em.21dtv.com/songs/60032576.mkv
高向鹏-老兄行酒楼,http://em.21dtv.com/songs/60026442.mkv
吴涤清-梅兰梅兰我爱你,http://em.21dtv.com/songs/60028993.mkv
张靓颖+权振东-亲爱的小孩,http://em.21dtv.com/songs/60069469.mkv
西部牛仔-故乡的云,http://em.21dtv.com/songs/60071968.mkv
林子祥-千亿个夜晚,http://em.21dtv.com/songs/60034181.mkv
林子祥-千亿个夜晚,http://em.21dtv.com/songs/60034180.mkv
林子祥-千忆个夜晚,http://em.21dtv.com/songs/60092855.mkv
林子祥+谢安琪-俩忘烟水里,http://em.21dtv.com/songs/60076405.mkv
林子祥-每一个晚上,http://em.21dtv.com/songs/60029088.mkv
朱咪咪-热情的沙漠,http://em.21dtv.com/songs/60036265.mkv
金志文-没那么简单,http://em.21dtv.com/songs/60070909.mkv
黄小琥-突然的自我,http://em.21dtv.com/songs/60042926.mkv
张信哲-亲爱的小孩,http://em.21dtv.com/songs/60119496.mkv
张伟文-故乡的雨,http://em.21dtv.com/songs/60019096.mkv
ADELE-make you feel my love,http://em.21dtv.com/songs/60084745.mkv
ADELE-make you feel my love,http://em.21dtv.com/songs/60067940.mkv
邓智乐-雨中即景),http://em.21dtv.com/songs/60055752.mkv
佚名-绿岛小夜曲(慢四),http://em.21dtv.com/songs/60028154.mkv
伍思凯-想念,http://em.21dtv.com/songs/60049176.mkv
王梦麟+张行-阿美阿美,http://em.21dtv.com/songs/60006791.mkv
桥边姑娘,https://vdse.bdstatic.com/8ae4235344c61f9c05ccf3716c84e823.mp4?authorization=bce-auth-v1%2Ffb297a5cc0fb434c971b8fa103e8dd7b%2F2017-05-11T09%3A02%3A31Z%2F-1%2F
孙楠+朱婷婷+王逸洁-美丽的神话(HD),http://em.21dtv.com/songs/10012774.mkv
俞灏明-亲爱的小孩,http://em.21dtv.com/songs/60098115.mkv
TWINS-恋爱大过天,http://em.21dtv.com/songs/60026998.mkv
江映蓉-如果没有你,http://em.21dtv.com/songs/60036822.mkv
杨千嬅-你还爱我吗,http://em.21dtv.com/songs/60031733.mkv
田震-千百回期待,http://em.21dtv.com/songs/60034057.mkv
尹光+吕有慧-俩忘烟水里,http://em.21dtv.com/songs/60061366.mkv
赵薇+黄渤+佟大为+郝蕾+张译-亲爱的小孩,http://em.21dtv.com/songs/60104458.mkv
许志安-侧面,http://em.21dtv.com/songs/60012139.mkv
王力宏-梦想被冷冻,http://em.21dtv.com/songs/60029668.mkv
毛阿敏-没有根的花,http://em.21dtv.com/songs/60028784.mkv
许巍-时光,http://em.21dtv.com/songs/60039096.mkv
张赫宣-亲爱的小孩,http://em.21dtv.com/songs/60106865.mkv
欧阳菲菲-热情的沙漠,http://em.21dtv.com/songs/60036266.mkv
关淑怡-恋一世的爱,http://em.21dtv.com/songs/60027152.mkv
陈诗莉-世界都知道,http://em.21dtv.com/songs/60077633.mkv
关淑怡-梦伴,http://em.21dtv.com/songs/60029476.mkv
霍尊-美丽的神话,http://em.21dtv.com/songs/60111516.mkv
张清芳-纯粹,http://em.21dtv.com/songs/60013385.mkv

黄小琥-没那么简单,http://em.21dtv.com/songs/60028730.mkv
新宝岛康乐队-光明戏院,http://em.21dtv.com/songs/60071972.mkv

张行+王梦麟-雨中即景,http://em.21dtv.com/songs/60055753.mkv
黄晓明-你在我心上,http://em.21dtv.com/songs/60032476.mkv
陈奕迅-玛利奥派对,http://em.21dtv.com/songs/60028396.mkv
陈奕迅-每一个明天,http://em.21dtv.com/songs/60029081.mkv
李心洁-像你,http://em.21dtv.com/songs/60049391.mkv
童安格-让生命等候,http://em.21dtv.com/songs/60036098.mkv

MATZKA-青苹果乐园,http://em.21dtv.com/songs/60064733.mkv
胡美仪-蔓莉蔓莉我爱你,http://em.21dtv.com/songs/60028554.mkv
庾澄庆组学员-热情的沙漠,http://em.21dtv.com/songs/60081431.mkv
黄凯芹-每一个晚上,http://em.21dtv.com/songs/60029087.mkv
钟镇涛-让一切随风,http://em.21dtv.com/songs/60036211.mkv
谭咏麟+李克勤-梦仍是一样,http://em.21dtv.com/songs/60029634.mkv

誓言-鬼迷心窍,http://em.21dtv.com/songs/60019403.mkv
容祖儿-去火星恋爱,http://em.21dtv.com/songs/60035841.mkv

安东阳+樊桐舟-万水千山总是爱,http://em.21dtv.com/songs/60099201.mkv
华晨宇-亲爱的小孩,http://em.21dtv.com/songs/60105668.mkv
苏永康-热情的沙漠,http://em.21dtv.com/songs/60088539.mkv
李家发+伍婉琛-片片枫叶情,http://em.21dtv.com/songs/60033435.mkv
崔健-新长征路上的摇滚,http://em.21dtv.com/songs/60050989.mkv
崔健-不是我不明白,http://em.21dtv.com/songs/60011382.mkv
张智霖+许秋怡-片片枫叶情,http://em.21dtv.com/songs/60033436.mkv
叶振棠+陈秀雯-情缘万世长,http://em.21dtv.com/songs/60035441.mkv
徐小凤-每日怀念你,http://em.21dtv.com/songs/60029044.mkv
关淑怡-缱绻星光下,http://em.21dtv.com/songs/60034339.mkv
罗敏庄+杜雯惠-让一切随风,http://em.21dtv.com/songs/60077335.mkv
谢安琪-请将手放开,http://em.21dtv.com/songs/60035528.mkv
雷安娜-今宵多珍重,http://em.21dtv.com/songs/60023924.mkv
那英-想念,http://em.21dtv.com/songs/60049175.mkv
王栎鑫+俞灏明-热情的沙漠,http://em.21dtv.com/songs/60077341.mkv
达明一派-你还爱我吗,http://em.21dtv.com/songs/60031731.mkv
苏芮-一样的月光,http://em.21dtv.com/songs/60053817.mkv
九九+苏梦玫-青苹果乐园,http://em.21dtv.com/songs/60081540.mkv
荒山亮-时间的眼泪,http://em.21dtv.com/songs/60039130.mkv
黄贯中-醒你,http://em.21dtv.com/songs/60051182.mkv
雷有辉+邓建明-曙光,http://em.21dtv.com/songs/60039780.mkv
谭咏麟-理想与和平,http://em.21dtv.com/songs/60026893.mkv
彭羚+容祖儿-心淡,http://em.21dtv.com/songs/60084239.mkv
五月天-纯真,http://em.21dtv.com/songs/60013405.mkv
周渝民-温柔的晚安,http://em.21dtv.com/songs/60044366.mkv
梁咏琪-高妹正传,http://em.21dtv.com/songs/60018211.mkv
芒种,https://vd3.bdstatic.com/mda-kat1tr4ka5st965k/hd/mda-kat1tr4ka5st965k.mp4?pd=20
黄品源+任贤齐-浪花一朵朵,http://em.21dtv.com/songs/60026219.mkv
林一峰-情义两心坚,http://em.21dtv.com/songs/60035406.mkv
尹光-出册,http://em.21dtv.com/songs/60012914.mkv
旭日阳刚-老乡见老乡,http://em.21dtv.com/songs/60076356.mkv
卓依婷鲁冰花,http://vd3.bdstatic.com/mda-jf8fbjprnf1fvpxm/mda-jf8fbjprnf1fvpxm.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
孙维良-清明上河图,http://em.21dtv.com/songs/60067333.mkv
许冠文-流下眼泪前,http://em.21dtv.com/songs/60027720.mkv
黄凯芹-深秋立楼头,http://em.21dtv.com/songs/60129834.mkv
罗敏庄+黄日华-两忘烟水里,http://em.21dtv.com/songs/60076435.mkv
李炜+江映蓉-亲爱的小孩,http://em.21dtv.com/songs/60098474.mkv
吴涤清-草原之夜,http://em.21dtv.com/songs/60066903.mkv
佚名-你走你的路,http://em.21dtv.com/songs/60032578.mkv
我曾,https://vd3.bdstatic.com/mda-jjm8i93paakzz8yj/hd/mda-jjm8i93paakzz8yj.mp4?pd=20&vt=1
甲子蕙+林美-情比姐妹深,http://em.21dtv.com/songs/60034926.mkv
袁惟仁-四季的眼泪,http://em.21dtv.com/songs/60040677.mkv
许志安-天才白痴梦,http://em.21dtv.com/songs/60041754.mkv
太极乐队-曙光,http://em.21dtv.com/songs/60039781.mkv
莫旭秋-念亲恩,http://em.21dtv.com/songs/60064667.mkv
侧田-迟钝(演唱会),http://em.21dtv.com/songs/60012780.mkv
权振东-亲爱的小孩,http://em.21dtv.com/songs/60071055.mkv
陈洁灵-黎明不要来),http://em.21dtv.com/songs/60026832.mkv
MTVBiggestPop,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master.m3u8
张行-迟到,http://em.21dtv.com/songs/60012778.mkv
徐小凤-故乡的雨,http://em.21dtv.com/songs/60019095.mkv
黄宗泽-全角度爱你,http://em.21dtv.com/songs/60035881.mkv
谢有才-兄弟,http://em.21dtv.com/songs/60084288.mkv
黄贯中-请将手放开,http://em.21dtv.com/songs/60035527.mkv
光良+曹格-少年,http://em.21dtv.com/songs/60038120.mkv
玖月奇迹-康定情歌,http://em.21dtv.com/songs/60083215.mkv
孙楠+韩红-美丽的神话,http://em.21dtv.com/songs/60029220.mkv
萧敬腾-亲爱的小孩,http://em.21dtv.com/songs/60072303.mkv
陈一郎-情海一条龙,http://em.21dtv.com/songs/60095966.mkv
毕福剑+苏丹-走天涯,http://em.21dtv.com/songs/60079748.mkv
王秀芬-我爱你中国,http://em.21dtv.com/songs/60044655.mkv
李丽珍-纯真,http://em.21dtv.com/songs/60013404.mkv
杨坤-美丽的一天,http://em.21dtv.com/songs/60029246.mkv
钟镇涛-没那么简单,http://em.21dtv.com/songs/60028729.mkv
李利依-青青小河边,http://em.21dtv.com/songs/60064734.mkv
陈楚生-想念,http://em.21dtv.com/songs/60049177.mkv
梁汉文-曼谷玛利亚,http://em.21dtv.com/songs/60028550.mkv
李玟-你在我心上,http://em.21dtv.com/songs/60032475.mkv
达明一派-每日一禁果),http://em.21dtv.com/songs/60029045.mkv
宋祖英+蒲巴甲+苏有朋-康定情歌,http://em.21dtv.com/songs/60076245.mkv
董事长乐团-刺字,http://em.21dtv.com/songs/60013471.mkv
张行+杨波-三百六十五里路,http://em.21dtv.com/songs/60037168.mkv
朱咪咪-俩忘烟水里,http://em.21dtv.com/songs/60027330.mkv
谢雷-偏偏喜欢你,http://em.21dtv.com/songs/60033419.mkv
黄琦珊-一样的月光,http://em.21dtv.com/songs/60053818.mkv
许哲佩-想念,http://em.21dtv.com/songs/60049181.mkv
杨光-你是我的眼,http://em.21dtv.com/songs/60063248.mkv
罗桦-每一个段落,http://em.21dtv.com/songs/60064519.mkv
朱咪咪+叶振棠-俩忘烟水里,http://em.21dtv.com/songs/60027329.mkv
费翔-故乡的云,http://em.21dtv.com/songs/60019102.mkv
龙奔-全民社会摇,http://em.21dtv.com/songs/60129866.mkv
袁媛-没那么简单,http://em.21dtv.com/songs/60063323.mkv
羽泉-热情的沙漠,http://em.21dtv.com/songs/60077339.mkv
许巍-纯真,http://em.21dtv.com/songs/60013403.mkv
王浩信-猫步,http://em.21dtv.com/songs/60028634.mkv
刘若英-绿岛小夜曲,http://em.21dtv.com/songs/60028155.mkv
古巨基-年年有今日,http://em.21dtv.com/songs/60032632.mkv
古巨基+侧田-年年有今日,http://em.21dtv.com/songs/60032631.mkv
林一峰-偏偏喜欢你,http://em.21dtv.com/songs/60033418.mkv
白冰+胡歌-美丽的神话,http://em.21dtv.com/songs/60029221.mkv
许巍-漫步,http://em.21dtv.com/songs/60028561.mkv
徐小凤-深秋立楼头,http://em.21dtv.com/songs/60038344.mkv
李宗盛-鬼迷心窍,http://em.21dtv.com/songs/60019400.mkv
苏志威-侧面,http://em.21dtv.com/songs/60012138.mkv
许美静-想念,http://em.21dtv.com/songs/60049180.mkv
辛晓琪-亲爱的小孩,http://em.21dtv.com/songs/60077183.mkv
崔萍-今宵多珍重,http://em.21dtv.com/songs/60023923.mkv
钟镇涛-让一切随风,http://em.21dtv.com/songs/60036212.mkv
群星-青苹果乐园,http://em.21dtv.com/songs/60034768.mkv
关淑怡-缱绻星光下,http://em.21dtv.com/songs/60034341.mkv
黄耀明+容祖儿-你还爱我吗,http://em.21dtv.com/songs/60031732.mkv
张蔷-爱你在心口难开,http://em.21dtv.com/songs/60008040.mkv
莫文蔚-溜溜的情歌,http://em.21dtv.com/songs/60076463.mkv
汪峰-小鸟,http://em.21dtv.com/songs/60049679.mkv
李干慧-故乡的月,http://em.21dtv.com/songs/60019099.mkv
谭锡禧-每一个晚上,http://em.21dtv.com/songs/60083372.mkv
颜福伟-明日话今天,http://em.21dtv.com/songs/60030133.mkv
蔡琴-绿岛小夜曲,http://em.21dtv.com/songs/60028153.mkv
陈浩德-故乡的雨,http://em.21dtv.com/songs/60075574.mkv
梦苇+郑世勋-美丽的神话,http://em.21dtv.com/songs/60125830.mkv
黑龙-请别离开我,http://em.21dtv.com/songs/60035501.mkv
甄妮-绿岛小夜曲,http://em.21dtv.com/songs/60028156.mkv
李玉刚-清明上河图,http://em.21dtv.com/songs/60034888.mkv
毛宁-你是我的眼,http://em.21dtv.com/songs/60062759.mkv
叶德娴-如果没有你,http://em.21dtv.com/songs/60036825.mkv
许巍-纯粹,http://em.21dtv.com/songs/60013384.mkv
AT17+林一峰-朦胧夜雨里,http://em.21dtv.com/songs/60029444.mkv
罗中旭+纪敏佳-美丽的神话,http://em.21dtv.com/songs/60083378.mkv
吴涤清-温柔的倾诉,http://em.21dtv.com/songs/60068743.mkv
容祖儿+古巨基-情义两心坚,http://em.21dtv.com/songs/60035407.mkv
庾澄庆-热情的沙漠,http://em.21dtv.com/songs/60036267.mkv
谢霆锋+汪明荃-千王群英会,http://em.21dtv.com/songs/60034166.mkv
庄学忠-故乡的云,http://em.21dtv.com/songs/60019106.mkv
盖鸣晖-逝去的诺言,http://em.21dtv.com/songs/60083809.mkv
谢霆锋-魔鬼的主意,http://em.21dtv.com/songs/60030344.mkv
张惠妹-天才白痴梦,http://em.21dtv.com/songs/60041755.mkv
莫旭秋-良夜不能留,http://em.21dtv.com/songs/60027173.mkv
陈雷-故乡的月,http://em.21dtv.com/songs/60019098.mkv
刘心-亲爱的小孩,http://em.21dtv.com/songs/60071054.mkv
杨坤-里约热内卢,http://em.21dtv.com/songs/60026879.mkv
张德兰-明日话今天,http://em.21dtv.com/songs/60030134.mkv
满文军+文章-故乡的云,http://em.21dtv.com/songs/60019103.mkv
小武-迟到,http://em.21dtv.com/songs/60012779.mkv
